Organization,Link,Sentence,isWayback,Label,Generality,Approximation,Degree,Combinatory,Explicit Subjectivity,Vagueness Label
Suncor Energy,http://web.archive.org/web/20220629135718/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2009/2009-09-30-suncor-responds-to-activists-at-oil-sands-site-en.pdf?modified=20210902050526,"Although Suncor has extended the invitation to Greenpeace in the past to discuss their concerns around energy development, Greenpeace has not contacted Suncor in relation to their current activities and entry into Suncor's site.",True,1,nan,around,nan,current,nan,0
Suncor Energy,http://web.archive.org/web/20220629131326/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-10-31-suncor-energy-sells-petro-canada-lubricants-business-for-1-125-billion-en.pdf?modified=20210902050927,"'Today's announcement is another example of how Suncor is focusing on its core assets through strategic acquisitions and divestitures that reinforce our commitment to long-term profitable growth,' said Steve Williams, president and chief executive officer.",True,1,nan,nan,long,profitable,our,2
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/f4b63e3f-43ac-46cf-9c16-02431a884f68,"In addition, subject to regulatory and environmental approvals, Pembina will be constructing a new approximately 30 kilometre lateral into the Ferrier region to tie a third-party's facility into Pembina's Brazeau Pipeline System.",False,1,a,approximately,new,approval,nan,2
Enbridge,https://www.enbridge.com/media-center/news/details?id=123817&lang=en,We believe offshore wind is a cornerstone of the clean energy transition and an enabler to achieve net-zero targets and ensure energy security and a sustainable energy supply for future generations.,True,1,"a, an",nan,nan,"clean, sustainable",nan,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/4842329f-03f7-4fe6-9c80-1b9ee51a11cb,"""As we continue our ESG journey, our focus will remain on continuous improvement, transparency and engagement.",False,1,nan,nan,nan,nan,nan,1
Enbridge,https://www.enbridge.com/media-center/news/details?id=123779&lang=en,"These utilities operate in regions with very attractive regulatory regimes, offer diverse, low-risk growth opportunities, and are capital efficient with short cycles between capital deployments and earnings generation,"" said Michele Harradence, President of GDS and Executive Vice President at Enbridge.",False,1,between,nan,"short, very","attractive, efficient, low-risk",nan,2
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/b1a1d572-37c7-4cb7-95b0-fdb9e1867bd2,Pembina has committed to reducing the greenhouse gas intensity of each business it operates and by the end of 2021 will have taken concrete action in this area and published five-year emissions reduction targets.,False,1,nan,nan,nan,nan,nan,0
Imperial Oil,http://web.archive.org/web/20210622082629/https://news.imperialoil.ca/news-releases/news-releases/2021/Canadas-largest-oil-sands-producers-announce-unprecedented-alliance-to-achieve-net-zero-greenhouse-gas-emissions/default.aspx,Collaboration between industry and government will be critical to progressing the Oil Sands Pathways to Net Zero vision and achieving Canada's climate goals.,True,1,between,nan,nan,critical,nan,1
Canadian Natural Resources,https://www.cnrl.com/upload/media_element/1257/06/1107_q319-front-end.pdf,"If success continues during the two year duration of the pilot, solvent enhanced SAGD has the potential to significantly reduce SORs, operating costs and greenhouse gas emissions by upwards of 50%, if fully commercialized.",True,1,nan,nan,nan,nan,nan,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/4842329f-03f7-4fe6-9c80-1b9ee51a11cb,"We assess opportunities and employ new practices that can lower our emissions footprint, including investing in co-generation facilities.",True,1,nan,nan,new,nan,our,1
Enbridge,https://www.enbridge.com/media-center/news/details?id=123713&lang=en,We now have seven renewable natural gas projects operating or under construction with a healthy backlog of new projects in development.,True,1,nan,nan,nan,nan,nan,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123687&lang=en,"Regulatory Update The Company continues to advance its regulatory strategy to ensure just and reasonable returns, and timely recovery of the capital invested into its critical energy delivery systems.",False,1,nan,nan,nan,nan,nan,2
Enbridge,https://www.enbridge.com/media-center/news/details?id=123743&lang=en,This first wind farm is part of the EDF Group's strategy to double its net capacity of global renewable energy to reach 60 GW in 2030.,False,1,nan,nan,nan,nan,nan,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123713&lang=en,"""In Gas Transmission, we placed our Cameron Extension project into service supplying the Calcasieu Pass LNG facility, and our agreement to serve Texas LNG further extends our U.S. Gulf Coast export opportunity set.",True,1,nan,nan,nan,nan,"our, we",2
Shell Canada,http://web.archive.org/web/20191014022547/https://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2013/innovation-survey.html,"""They highlight the need for business and government to find new ways to collaborate, fostering policies that promote the development and use of cleaner energy, and improved energy efficiency.""",True,1,nan,nan,nan,nan,nan,1
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/f4b63e3f-43ac-46cf-9c16-02431a884f68,"""The new fractionator is much needed and will enable more value-adding activity to occur within the Province.",False,1,nan,nan,"much, new",nan,nan,2
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/49eea6f7-21ad-4cea-bafa-b4dd4aa67700,"The combined entity will continue to build upon the momentum of the Jordan Cove liquefied natural gas (""LNG"") development project as it progresses toward key regulatory and commercial milestones.",False,1,nan,nan,nan,natural,nan,2
Enbridge,https://www.enbridge.com/media-center/news/details?id=123697&lang=en,"The team will leverage and build on Enbridge's early investments in RNG, hydrogen and carbon capture, utilization and storage (CCUS), as well as other low-carbon technologies.",True,1,nan,nan,nan,nan,nan,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123687&lang=en,"This joint effort with the Government of Ontario will provide reliable, low-cost access to lower carbon energy for consumers.",True,1,nan,nan,low,reliable,nan,1
Shell Canada,http://web.archive.org/web/20190922083417/https://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2013/caterpillar-lng-fueling-agreement.html,"""We are excited to collaborate with Shell on this latest initiative to power Cat mining trucks with Caterpillar's LNG technology.",True,1,nan,nan,nan,nan,nan,2
Suncor Energy,http://web.archive.org/web/20220704155613/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2012/2012-10-31-suncor-energy-reports-2012-third-quarter-results-en.pdf?modified=20210902050714,"In the company's International operations, Buzzard continued to produce reliably in advance of planned maintenance over September and October.",True,1,nan,nan,nan,nan,nan,2
Imperial Oil,https://news.imperialoil.ca/news-releases/news-releases/2019/Imperial-to-hold-2019-Investor-Day-on-November-12-in-Toronto/default.aspx,"At Investor Day, Imperial's management will provide an update on its business strategy, operations and major projects followed by a question and answer session.",True,1,"a, an",nan,major,nan,nan,2
Canadian Natural Resources,https://www.cnrl.com/upload/media_element/1319/03/0304-q420-front-end.pdf,"At Kirby South, the Company continues to see positive results from its on-going two year solvent enhanced oil recovery technology pilot.",True,1,nan,nan,nan,nan,nan,2
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/edbd246f-1732-4de1-8076-92bc2c216c23,"In response to the health pandemic and the resulting significant decline in global energy prices, Pembina previously announced a decisive action plan to protect all its stakeholders.",False,1,nan,nan,nan,nan,nan,2
Enbridge,https://www.enbridge.com/media-center/news/details?id=123817&lang=en,"Numerous meetings with fishing professionals, residents, elected representatives and other stakeholders have allowed us to successfully complete a project that combines a commitment to the energy transition, consideration of local needs and resources, and respect for the environment.",False,1,a,nan,numerous,"complete, successfully",nan,1
Shell Canada,http://web.archive.org/web/20170911231421/http://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2013/carmon-creek.html,"At Carmon Creek, Shell combined its global procurement reach and technology with access to local expertise to design a facility that is both commercially viable and minimizes environmental impacts.",True,1,nan,nan,nan,nan,nan,1
Enbridge,https://www.enbridge.com/media-center/news/details?id=123761&lang=en,"We aim at significantly strengthening our leading global position as the world's largest ammonia distributor, unlocking the green and blue value chains, and driving the development of clean ammonia globally.",False,1,nan,nan,largest,"clean, significantly",our,1
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/b5658227-fae2-4f23-a8bf-3fd267417caf,"Initially, Pembina will use the offsets to reduce its own emissions with the option to sell or bank future offsets for other uses.",False,1,nan,nan,nan,nan,nan,1
Enbridge,https://www.enbridge.com/media-center/news/details?id=123829&lang=en,The definitive agreements are underpinned by long-term contracts which are consistent with Enbridge's low-risk business model and provide utility-like returns.,False,1,nan,nan,long,"consistent, low-risk",nan,2
Imperial Oil,http://web.archive.org/web/20220311100009/https://news.imperialoil.ca/news-releases/news-releases/2022/Imperial-announces-2021-financial-and-operating-results/default.aspx,"""As a founding member of the Oil Sands Pathways to Net Zero alliance, we will continue to collaborate to advance lower-emission solutions.""",True,1,nan,nan,nan,nan,nan,1
Suncor Energy,http://web.archive.org/web/20221007083429/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2020/2020-06-02-nr-su-lanzajet-release-en.pdf?modified=20220917161938,"The SAF produced by LanzaJet will support the development of a global SAF supply chain, which has the potential to significantly reduce emissions from aviation and help to create a low carbon society.'",True,1,nan,nan,nan,nan,nan,1
Suncor Energy,http://web.archive.org/web/20221007102843/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2021/2021-07-28-nr-su-q2-2021-en.pdf?modified=20220907174649,"This balance will be critical to increasing our shareholder returns, fortifying our balance sheet while significantly lowering GHG emissions by 2030 and progressing to net zero by 2050.'",True,1,nan,nan,nan,"critical, significantly",our,1
Suncor Energy,https://www.suncor.com/-/media/project/suncor/files/news-releases/2023/2023-09-05-news-release-suncor-energy-announces-changes-to-bod-en.pdf?modified=20240613191930&created=20230905105028,"'I would like to thank Eira for her unwavering commitment to Suncor and our shareholders over the past 17 years,' said Wilson.",False,1,nan,nan,nan,nan,nan,2
Suncor Energy,http://web.archive.org/web/20221007095721/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2021/2021-05-26-nr-su-corporate-strategy-update-en.pdf?modified=20220907174616,"The updated strategy builds on the company's unique advantages: unparalleled energy expertise; long-life, low-decline resource; integrated business; connection to customers; long history of embracing technological change and innovation; decades-long sustainability journey; and strong relationships with stakeholders.",True,1,nan,nan,nan,nan,nan,1
Suncor Energy,http://web.archive.org/web/20220704150011/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2014/2014-07-16-suncor-energy-releases-2014-report-on-sustainability-en.pdf?modified=20210902050806,"'When it comes to technology, there is no shortage of people with good ideas, but there can be a gaping divide between conception and implementation.",True,1,"a, between",nan,nan,good,nan,2
Enbridge,https://www.enbridge.com/media-center/news/details?id=123687&lang=en,Several options to replace the retiring coal-fired generation would be assessed in TVA's Environmental Impact Statement.,False,1,several,nan,nan,nan,nan,0
Canadian Natural Resources,https://www.cnrl.com/upload/media_element/1343/02/0506-q121-front-end.pdf,"The Company reduced methane emissions in its North American E&P segment by 28% from 2016 to 2020, which includes a decrease of 14% from 2019 levels.",True,1,nan,nan,nan,nan,nan,0
Canadian Natural Resources,https://www.cnrl.com/upload/media_element/1343/02/0506-q121-front-end.pdf,Adjusted net earnings (loss) from operations may not be comparable to similar measures presented by other companies.,True,1,nan,nan,nan,nan,nan,2
Enbridge,https://www.enbridge.com/media-center/news/details?id=123815&lang=en,"""Across Enbridge, our employees are advancing a sustainable business strategy,"" said Pete Sheffield, Enbridge Vice President and Chief Sustainability Officer.",False,1,nan,nan,nan,nan,nan,1
Shell Canada,http://web.archive.org/web/20170606162712/http://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2017/over-100-student-teams-annual-shell-eco-marathon-event.html,"Once Mater Dei High School senior Grace Cox graduates next month, she will head to Toyota Indiana for the summer to participate in a co-op program designed to develop skills for full-time engineering students at four-year colleges or universities.",True,1,"a, or",nan,nan,full,nan,2
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/c22895f8-9f2f-4fb4-b737-24a8bd02d8de,"Closing of the Transaction remains subject to court approval, as well as certain regulatory and government approvals and other customary closing conditions.",True,1,nan,nan,nan,nan,nan,2
Enbridge,https://www.enbridge.com/media-center/news/details?id=123743&lang=en,"Matthew Akman, Senior Vice President, Power, Strategy and New Energy Technology, Enbridge: ""Enbridge is excited about the arrival of the first commercial-scale offshore wind project in France, the Saint-Nazaire Offshore Wind Farm, and about our role as a leader of the global energy transition.",True,1,nan,nan,nan,nan,nan,1
Shell Canada,http://web.archive.org/web/20170911230416/http://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2015/pierre-river-mine.html,"""Our current focus is on making our heavy oil business as economically and environmentally competitive as possible.",True,1,nan,nan,nan,nan,nan,1
Imperial Oil,https://news.imperialoil.ca/news-releases/news-releases/2018/Imperial-earns-196-million-in-the-second-quarter-of-2018/default.aspx,The company's cash generation capability supports its ability to flexibly return surplus cash to shareholders through share buybacks.,True,1,nan,nan,nan,nan,nan,2
Suncor Energy,http://web.archive.org/web/20220704144436/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2015/2015-11-22-oil-sands-companies-demonstrate-leadership-on-climate-change-en.pdf?modified=20210902050845,"'Today we reach a milestone in ensuring Alberta's valuable resource is accompanied by leading carbon policy,' said Steve Williams, President and Chief Executive Officer, Suncor.",True,1,a,nan,nan,valuable,we,1
Imperial Oil,http://web.archive.org/web/20230201074801/https://news.imperialoil.ca/news-releases/news-releases/2023/Imperial-announces-fourth-quarter-2022-financial-and-operating-results/default.aspx,"The company closely monitors market trends and works to mitigate both operating and capital cost impacts in all price environments through efficient project management practices, and general productivity improvements.",True,1,"all, general",nan,nan,efficient,nan,2
Enbridge,https://www.enbridge.com/media-center/news/details?id=123769&lang=en,Our joint venture with OXY to develop a nearby CO2 sequestration hub will be used to sequester the project's captured CO2 and the U.S. tax incentives provided by the Inflation Reduction Act are expected to enhance project economics.,True,1,nan,nan,nan,nan,nan,1
Shell Canada,http://web.archive.org/web/20170911223000/http://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2013/record-schools-enter-sema-2014.html,"""It's exciting to see the next generation work together to meet tomorrow's energy and transportation needs,"" says Lorraine Mitchelmore, Country Chair of Shell Canada.",True,1,nan,nan,nan,nan,nan,2
Suncor Energy,http://web.archive.org/web/20220704151000/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2014/2014-07-08-ge-suncor-energy-new-investments-toward-environmental-performance-albertas-oil-sands-en.pdf?modified=20210902050806,Extending the project to COSIA members will also allow improvements to be shared across the oil sands sector.,True,1,nan,nan,nan,nan,nan,2
Suncor Energy,http://web.archive.org/web/20220704151545/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2011/2011-11-28-suncor-energy-employees-teddy-bears-and-a-life-size-nutcracker-help-families-in-need-en.pdf?modified=20210902050644,"Suncor Energy Centre volunteers will construct a life-size nutcracker out of more than 3,700 cans in eight hours.",True,1,a,nan,nan,nan,nan,2
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/39170c18-b013-48b5-8761-93ac5f7f811b,"Subject to further regulatory and environmental approvals, Pembina anticipates phasing-in incremental pipeline connections to regional condensate delivery systems in 2016 with a view to achieving full connectivity and service offerings at CDH in mid-2017.",False,1,a,nan,nan,"approval, full",nan,2
Suncor Energy,http://web.archive.org/web/20220621170116/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-10-25-suncor-energy-reports-third-quarter-2017-results-en.pdf?modified=20210902051000,"Reliable operations in Refining and Marketing (R&M) drove refinery utilization above 100% and record quarterly crude throughput of 466,800 bbls/d, allowing the company to take advantage of a favourable business environment and achieve record retail and wholesale sales volumes in Canada.",True,1,nan,nan,nan,nan,nan,2
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/c8f37bc6-7e6a-480b-8afd-c78c10c51abf,"Except for the changes below, accounting policies as disclosed in Note 4 have been applied to all periods consistently.",True,1,all,nan,nan,nan,nan,2
Shell Canada,https://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2025/shell-increases-interest-in-scotford-upgrader-and-quest-ccs-facility-and-fully-exits-oil-sands.html,"Shell will remain as operator of the Scotford upgrader and Quest CCS facility, located next to the 100 per cent Shell owned Scotford refinery and chemicals plants near Edmonton, Alberta.",False,1,nan,nan,near,nan,nan,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123815&lang=en,"""This integrated approach continues to yield positive results as we maintain a focus on continuous improvement and long-term value,"" Sheffield adds.",True,1,nan,nan,nan,nan,nan,2
Suncor Energy,http://web.archive.org/web/20221007082419/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2020/2020-09-17-suncor-recertified-gold-ccab-aboriginal-relations-program-en.pdf?modified=20220917162859,"The award was presented at the CCAB's virtual Business Recovery Forum, where Suncor was recognized for its continued commitment to collaboration with Indigenous Peoples in Canada.",True,1,nan,nan,nan,nan,nan,2
Shell Canada,http://web.archive.org/web/20191216050805/https://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2012/fuellingchange.html,"Annually Shell grants $2 million to participating environmental projects in land, air and water.",True,1,nan,nan,nan,nan,nan,1
Enbridge,https://www.enbridge.com/media-center/news/details?id=123777&lang=en,The SLB incorporates Enbridge's 35% emissions intensity reduction target by 2030 further demonstrating Enbridge's ongoing commitment to achieving its ESG targets.,False,1,nan,nan,nan,nan,nan,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/d2d26283-c368-4f7e-96da-8672beb3affd,"Beyond the traditional remit of the General Counsel, Eva has also had leading roles in crisis management, compliance, enterprise risk management, strategy development and ESG.",False,1,nan,nan,nan,nan,nan,1
Enbridge,https://www.enbridge.com/media-center/news/details?id=123700&lang=en,"""Collaboration like this is critical as we look to advance cost-effective, customer-focused carbon capture, transportation and storage solutions in Alberta and across North America, with a commitment to protecting land, water and the environment and engaging meaningfully with local Indigenous communities.""",False,1,nan,nan,nan,nan,nan,1
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/c8f37bc6-7e6a-480b-8afd-c78c10c51abf,"The majority of this spending relates to the expansion of certain pipeline assets as described below, as well as the completion of several new connections to bring additional producer volumes on-line.",True,1,several,nan,new,"certain, well",nan,2
Enbridge,https://www.enbridge.com/media-center/news/details?id=123686&lang=en,"Our core businesses include Liquids Pipelines, which transports approximately 25 percent of the crude oil produced in North America; Gas Transmission and Midstream, which transports approximately 20 percent of the natural gas consumed in the U.S.; Gas Distribution and Storage, which serves approximately 3.8 million retail customers in Ontario and Quebec; and Renewable Power Generation, which generates approximately 1,763 MW of net renewable power in North America and Europe.",False,1,nan,nan,nan,nan,nan,0
Suncor Energy,http://web.archive.org/web/20220701100108/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2022/2022-02-02-nr-su-q4-2021-en.pdf?modified=20220203002122,"Suncor Energy is Canada's leading integrated energy company, with a global team of over 30,000 people.",True,1,nan,nan,nan,nan,nan,2
Enbridge,https://www.enbridge.com/media-center/news/details?id=123723&lang=en,"""It's clear we are at an inflection point in global energy markets.",False,1,nan,nan,nan,nan,nan,2
Shell Canada,http://web.archive.org/web/20170911230932/http://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2013/students-turn-down-the-lights.html,"Building on 2012, this year's Challenge has better prizes, more community-centric activities to raise local energy awareness and a GlobalTV classroom.",True,1,a,nan,nan,better,nan,2
Enbridge,https://www.enbridge.com/media-center/news/details?id=123730&lang=en,"""As a leader in the energy transition, Enbridge is excited to participate in the Woodfibre LNG facility through this partnership,"" said Al Monaco, Enbridge's President and Chief Executive Officer.",False,1,nan,nan,nan,nan,nan,1
Suncor Energy,http://web.archive.org/web/20220704144436/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2015/2015-11-22-oil-sands-companies-demonstrate-leadership-on-climate-change-en.pdf?modified=20210902050845,"The companies agree that this is a historic development for Alberta and Canada that will change the conversation about climate change, oil sands and infrastructure.",True,1,nan,nan,nan,nan,nan,1
Suncor Energy,http://web.archive.org/web/20220704145450/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2011/2011-12-11-suncor-energy-announces-withdrawal-from-syria-en.pdf?modified=20210902050648,"'We've been monitoring developments in the region very closely during the last several months, and we've always been clear that we would comply with all relevant sanctions imposed on the country,' said Rick George, chief executive officer.",True,1,"all, always, several",nan,very,clear,we,2
Suncor Energy,http://web.archive.org/web/20220629131626/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2009/2009-03-11-suncor-energy-provides-information-on-waste-water-charges-en.pdf?modified=20210902050517,We work hard to be a responsible company and we recognize the importance our employees and stakeholders place on the health of the Athabasca River.,True,1,a,nan,nan,"hard, responsible","our, we",2
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/1b662157-274a-4054-90e9-99bd7708c4af,"As always, our main focus will be on ensuring the safety and reliability of our operations, while executing on our business strategy to help maximize long-term and sustainable returns for our shareholders.""",False,1,"always, main",nan,long,sustainable,our,2
Suncor Energy,http://web.archive.org/web/20220629134145/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/images/shared/community-news-files/2016-01-14-evok-announcement-en.pdf?modified=20210930173406,"It is committed to applying fresh, progressive thinking to safely and responsibly unlock energy resources the world needs.",True,1,nan,nan,nan,nan,nan,1
Canadian Natural Resources,https://www.cnrl.com/content/uploads/2024/07/0801-Q224-Front-End.pdf,"in July 2024, the Company achieved a milestone at Horizon with the production otf the one billionth barrel of bitumen since operations began In 2009.",False,1,a,nan,nan,nan,nan,2
Enbridge,https://www.enbridge.com/media-center/news/details?id=123699&lang=en,"Among other feedback, the Company heard significant concerns from industry over continuing Mainline apportionment, due to growing western Canadian production and lack of sufficient egress.",True,1,nan,nan,nan,"significant, sufficient",nan,2
Suncor Energy,http://web.archive.org/web/20220701131821/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2015/2015-10-28-suncor-energy-reports-third-quarter-2015-results-en.pdf?modified=20210902050841,'The strength of our downstream business and the reliability of our Oil Sands operations continue to serve our shareholders well in the current challenging crude oil pricing environment.',True,1,nan,nan,nan,nan,nan,2
Imperial Oil,https://news.imperialoil.ca/news-releases/news-releases/2025/Imperial-Senior-Vice-President-Sustainability-Commercial-Development-and-Product-Solutions-to-assume-new-role-at-Exxon-Mobil-Corporation/default.aspx,"In addition, her leadership was critical in plans to reduce greenhouse gas emissions at our operations, and she was instrumental in the formation of the Pathways Alliance to reduce emissions from oil sands operations and has been an active participant on the steering committee.""",False,1,an,nan,nan,"active, critical, instrumental",our,1
Shell Canada,http://web.archive.org/web/20210218005531/https://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2021/shell-sells-non-core-canadian-shale-assets-to-crescent-point-energy.html,Shell has been operating in Canada for more than 100 years and remains committed to the country's energy future.,True,1,nan,nan,nan,nan,nan,2
Enbridge,https://www.enbridge.com/media-center/news/details?id=123689&lang=en,"Our strategy is driven by the important role that low cost, sustainable North America energy supply will play in meeting growing global demand.",True,1,nan,nan,nan,nan,nan,1
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/2d8105a0-0798-483c-a4f4-90e2f8f090d8,"Pembina's Gas Services business successfully commissioned 260 million cubic feet per day (""MMcf/d"") of new processing capacity and pipeline infrastructure in Alberta and Saskatchewan for a combined capital investment of approximately $320 million, which represents a seven percent savings versus the original project budget.",True,1,a,approximately,new,successfully,nan,2
Suncor Energy,http://web.archive.org/web/20221007100415/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2020/2020-10-28-suncor-energy-reports-third-quarter-2020-results-en.pdf?modified=20220917163106,"This approach is underpinned by Suncor's commitment to operational excellence, including its unwavering commitment to operate in a safe, reliable, cost-efficient and environmentally responsible manner.",True,1,a,nan,nan,"efficient, reliable, responsible, safe, unwavering",nan,1
Enbridge,https://www.enbridge.com/media-center/news/details?id=123735&lang=en,"About Alberta Indigenous Opportunities Corporation AIOC is a provincial Crown Corporation, established under legislation in November 2019, which exists to serve as a catalyst for Indigenous prosperity and independence through investment and involvement in Alberta's natural resources, agriculture, transportation, and telecommunications sectors.",True,1,a,about,nan,natural,nan,2
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/c8f37bc6-7e6a-480b-8afd-c78c10c51abf,"In addition, the costs of environmental liabilities in relation to spill sites of which the Company is currently aware could be greater than the Company currently anticipates, and any such differences could be substantial.",True,1,nan,nan,nan,nan,nan,2
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/144c1e27-bdb4-4f34-bbc1-30c0995e1867,"""Pembina has been a strong supporter of United Way for nearly 30 years and their generosity and commitment continue to be inspiring,"" said Lucy Miller, President and CEO of United Way of Calgary and Area.",True,1,nan,nan,nan,nan,nan,2
Suncor Energy,http://web.archive.org/web/20220703214129/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2010/2010-07-02-suncor-energy-and-partners-receive-funding-for-clean-technology-research-projects-en.pdf?modified=20210902050559,"The projects are two of sixteen projects chosen from over 200 initial submissions, and address carbon capture and storage and energy efficiency.",True,1,nan,nan,nan,nan,nan,1
Suncor Energy,http://web.archive.org/web/20220703201526/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-10-17-petro-canada-and-rbc-team-up-on-innovative-loyalty-benefits-and-savings-en.pdf?modified=20210902050958,"In another Canadian first, Petro-Canada, a Suncor Energy business and Royal Bank of Canada ('RBC'), have announced an innovative new program that allows Canadians to instantly save on fuel and earn points across both loyalty programs with a single swipe of any personal or business RBC credit or debit card.",True,1,nan,nan,nan,nan,nan,2
Enbridge,https://www.enbridge.com/media-center/news/details?id=123758&lang=en,"""We're well positioned for the energy transition and our demonstrated leadership on ESG helps to support the base business and future growth.",True,1,nan,nan,nan,nan,nan,1
Imperial Oil,https://news.imperialoil.ca/news-releases/news-releases/2019/Imperial-announces-first-quarter-2019-financial-and-operating-results/default.aspx,"The increase in production was primarily due to stronger asset reliability, partially offset by the impact of the Government of Alberta's curtailment order.",True,1,nan,nan,nan,strong,nan,2
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/8de8f5c1-f954-4fa0-9e4f-9dcdc0ad97f8,"Recognizing a growing focus on ESG issues and to ensure we are increasingly aligned with all our stakeholders as it relates to these issues, Pembina has developed a Carbon Stand and a Diversity & Inclusion Stand.",True,1,"a, all",nan,nan,nan,"our, we",1
Suncor Energy,http://web.archive.org/web/20221007102843/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2021/2021-07-28-nr-su-q2-2021-en.pdf?modified=20220907174649,"Suncor plans to achieve this by reducing its base business emissions, investing in profitable low emissions ventures and technologies, taking actions that reduce others' emissions and investing in offsets outside its business.",True,1,nan,nan,low,profitable,nan,1
Enbridge,https://www.enbridge.com/media-center/news/details?id=123730&lang=en,"""We believe this agreement speaks to the credentials of the project, from our world-leading Indigenous partnerships to the incredible environmental due diligence, and the ambition of Woodfibre LNG to produce the lowest-emissions LNG in the world.""",False,1,nan,nan,nan,nan,nan,1
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/b2ba241c-3287-4179-9dac-7e925621f35b,"Thanks to a safe, reliable network of natural gas and crude oil pipelines, along with power generation and storage facilities, wherever life happens — we're there.",True,1,a,nan,nan,"crude, natural, reliable, safe",we,2
Shell Canada,http://web.archive.org/web/20170913024309/http://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2014/quest-carbon-capture.html,"The carbon dioxide captured would represent up to 35 per cent of the direct emissions from the Upgrader which is the equivalent of taking 175,000 North American cars off the road.",True,1,nan,nan,nan,nan,nan,0
Suncor Energy,http://web.archive.org/web/20220703215516/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2013/2013-11-20-suncor-energy-announces-2014-capital-spending-plan-and-production-outlook-en.pdf?modified=20210902050744,"'Our 2014 capital plan demonstrates our continued commitment to capital discipline,' said Steve Williams, Suncor president and chief executive officer.",True,1,nan,nan,nan,nan,our,2
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/af2415eb-3e55-48a0-b4b3-2ccfa050682c,"Gas Services consists of natural gas gathering and processing facilities, including three gas plants, twelve compressor stations and over 300 kilometres of gathering systems.",False,1,nan,nan,nan,natural,nan,2
